id,placename,municipality,province,population
260181,Zikova,Buffalo City,Eastern Cape,474
260182,Ngqinisa,Buffalo City,Eastern Cape,371
260183,Lujiza,Buffalo City,Eastern Cape,354
261001,Nieu Bethesda,Camdeboo,Eastern Cape,1540
261002,Camdeboo NU,Camdeboo,Eastern Cape,6562
261003,Graaff Reinet,Camdeboo,Eastern Cape,26585
261004,uMasizakhe,Camdeboo,Eastern Cape,9087
261005,Aberdeen,Camdeboo,Eastern Cape,5133
261006,Thembalesizwe,Camdeboo,Eastern Cape,2029
261007,Kendrew,Camdeboo,Eastern Cape,57
262001,Pearston,Blue Crane Route,Eastern Cape,3435
262002,Khanyiso,Blue Crane Route,Eastern Cape,1081
262003,Somerset East,Blue Crane Route,Eastern Cape,13619
262004,KwaNojoli,Blue Crane Route,Eastern Cape,5206
262005,Cookhouse,Blue Crane Route,Eastern Cape,5707
262006,Blue Crane Route NU,Blue Crane Route,Eastern Cape,6954
263001,Jansenville,Ikwezi,Eastern Cape,1134
263002,KwaZamukucinga,Ikwezi,Eastern Cape,4478
263003,Ikwezi NU,Ikwezi,Eastern Cape,1919
263004,Klipplaat,Ikwezi,Eastern Cape,2215
263005,Wongalethu,Ikwezi,Eastern Cape,752
263006,Waterford,Ikwezi,Eastern Cape,40
264001,Riebeeck East,Makana,Eastern Cape,753
264002,Makana NU,Makana,Eastern Cape,8386
264003,Rhini,Makana,Eastern Cape,17047
264004,Grahamstown,Makana,Eastern Cape,50217
264005,Alicedale,Makana,Eastern Cape,1932
264006,KwaNonzwakazi,Makana,Eastern Cape,1940
264007,Sidbury,Makana,Eastern Cape,115
265001,Bathurst,Ndlambe,Eastern Cape,737
265002,Nolukhanyo,Ndlambe,Eastern Cape,5631
265003,Ndlambe NU,Ndlambe,Eastern Cape,6693
265004,Seafield,Ndlambe,Eastern Cape,296
265005,Kleinemonde,Ndlambe,Eastern Cape,2
265006,Nkwenkwezi,Ndlambe,Eastern Cape,16112
265007,Port Alfred,Ndlambe,Eastern Cape,9747
265008,Alexandria,Ndlambe,Eastern Cape,3375
265009,KwaNonkqubela,Ndlambe,Eastern Cape,6710
265010,Kasouga,Ndlambe,Eastern Cape,39
265011,Bushmans River,Ndlambe,Eastern Cape,6147
265012,Kenton on Sea,Ndlambe,Eastern Cape,5154
265013,Boknes Strand,Ndlambe,Eastern Cape,318
265014,Canon Rocks,Ndlambe,Eastern Cape,214
266001,Kirkwood,Sundays River Valley,Eastern Cape,5371
266002,Sundays River Valley East NU,Sundays River Valley,Eastern Cape,10000
266002,Sundays River Valley West NU,Sundays River Valley,Eastern Cape,6061
266003,Enon,Sundays River Valley,Eastern Cape,1165
266004,Bontrug,Sundays River Valley,Eastern Cape,8394
266005,Barsheba,Sundays River Valley,Eastern Cape,995
266006,Paterson,Sundays River Valley,Eastern Cape,230
266007,KwaZenzele,Sundays River Valley,Eastern Cape,5352
266008,Nomathamasanqa,Sundays River Valley,Eastern Cape,10696
266009,Addo,Sundays River Valley,Eastern Cape,6239
267001,Rietbron,Baviaans,Eastern Cape,1184
267002,Baviaans NU,Baviaans,Eastern Cape,4882
267003,Willowmore,Baviaans,Eastern Cape,7678
267004,Steytlerville,Baviaans,Eastern Cape,1835
267005,Vuyolwetho,Baviaans,Eastern Cape,2182
268001,Patensie,Kouga,Eastern Cape,5263
268002,Kouga NU,Kouga,Eastern Cape,14043
268003,Hankey,Kouga,Eastern Cape,11761
268004,Loerieheuwel,Kouga,Eastern Cape,2787
268005,Thornhill,Kouga,Eastern Cape,2462
268006,Gamtoos Mouth,Kouga,Eastern Cape,153
268007,Humansdorp,Kouga,Eastern Cape,20123
268008,KwaNomzamo,Kouga,Eastern Cape,8867
268009,Jeffrey's Bay,Kouga,Eastern Cape,27107
268010,Kromrivier,Kouga,Eastern Cape,41
268011,St Francis Bay,Kouga,Eastern Cape,4933
268012,Oyster Bay,Kouga,Eastern Cape,674
268013,Cape St Francis,Kouga,Eastern Cape,342
269001,Misgund,Kou-Kamma,Eastern Cape,415
269002,Kou-Kamma NU,Kou-Kamma,Eastern Cape,12201
269003,Louterwater,Kou-Kamma,Eastern Cape,4829
269004,Krakeel River,Kou-Kamma,Eastern Cape,1931
269005,Joubertina,Kou-Kamma,Eastern Cape,5752
269006,Kareedouw,Kou-Kamma,Eastern Cape,4985
269007,Coldstream,Kou-Kamma,Eastern Cape,1657
269008,Stormsrivier,Kou-Kamma,Eastern Cape,1670
269009,Boskop,Kou-Kamma,Eastern Cape,90
269010,Thornham,Kou-Kamma,Eastern Cape,664
269011,Nompumelelo,Kou-Kamma,Eastern Cape,2449
269012,Sanddrif,Kou-Kamma,Eastern Cape,280
269013,Tsitsikamma National Park,Kou-Kamma,Eastern Cape,35
269014,Woodlands,Kou-Kamma,Eastern Cape,1882
269015,Clarkson,Kou-Kamma,Eastern Cape,1824
270001,KuMcuba,Mbhashe,Eastern Cape,60
270002,Mbhashe NU,Mbhashe,Eastern Cape,1383
270003,KuMbanga A,Mbhashe,Eastern Cape,348
270004,Singeni B,Mbhashe,Eastern Cape,321
270005,eNdulini B,Mbhashe,Eastern Cape,76
270006,Sompunzi,Mbhashe,Eastern Cape,506
270007,Matati,Mbhashe,Eastern Cape,208
270008,Siroshweni B,Mbhashe,Eastern Cape,323
270009,eMgudlwane,Mbhashe,Eastern Cape,354
270010,KwaJadezweni,Mbhashe,Eastern Cape,134
270011,eMahlubeni,Mbhashe,Eastern Cape,469
270012,eNtwashini B,Mbhashe,Eastern Cape,165
270013,Makobokeni,Mbhashe,Eastern Cape,465
270014,Bhetani B,Mbhashe,Eastern Cape,136
270015,eNyandeni,Mbhashe,Eastern Cape,305
270016,Bhetani A,Mbhashe,Eastern Cape,452
270017,Siroshweni A,Mbhashe,Eastern Cape,266
270018,KuNjemane,Mbhashe,Eastern Cape,249
270019,Matshaweni,Mbhashe,Eastern Cape,211
270020,KwaNoxabani,Mbhashe,Eastern Cape,217
270021,Tizana,Mbhashe,Eastern Cape,421
270022,Nqgaqeni,Mbhashe,Eastern Cape,208
270023,KuGilandoda,Mbhashe,Eastern Cape,463
270024,Mazangweni,Mbhashe,Eastern Cape,185
270025,iXeni,Mbhashe,Eastern Cape,77
270026,KuSilityiwa,Mbhashe,Eastern Cape,517
270027,Ntsimba,Mbhashe,Eastern Cape,669
270028,Makinana,Mbhashe,Eastern Cape,75
270029,eXeni,Mbhashe,Eastern Cape,355
270030,eMatolweni,Mbhashe,Eastern Cape,419
270031,Nqabana,Mbhashe,Eastern Cape,455
270032,eMangweni,Mbhashe,Eastern Cape,168
270033,Bhijolo,Mbhashe,Eastern Cape,83
270034,eMlenzeni,Mbhashe,Eastern Cape,498
270035,eLalini H,Mbhashe,Eastern Cape,311
270036,eQhokama,Mbhashe,Eastern Cape,434
270037,Matolweni B,Mbhashe,Eastern Cape,372
270038,Mishini,Mbhashe,Eastern Cape,158
270039,Nkawukazi A,Mbhashe,Eastern Cape,298
270040,eMabheleni,Mbhashe,Eastern Cape,720
270041,Matshilibeni,Mbhashe,Eastern Cape,254
270042,Mhuku,Mbhashe,Eastern Cape,599
270043,eSihlabeni A,Mbhashe,Eastern Cape,183
270044,eLalini D,Mbhashe,Eastern Cape,407
270045,KuQeqe,Mbhashe,Eastern Cape,327
270046,Jusaya,Mbhashe,Eastern Cape,271
270047,eMazizini,Mbhashe,Eastern Cape,275
270048,Ncambezana,Mbhashe,Eastern Cape,261
270049,Ncihana,Mbhashe,Eastern Cape,820
270050,Elliotdale,Mbhashe,Eastern Cape,2267
270051,Kalalo Nobhula,Mbhashe,Eastern Cape,411
270052,eNgxingweni,Mbhashe,Eastern Cape,178
270053,Kweleda,Mbhashe,Eastern Cape,140
270054,eQolweni,Mbhashe,Eastern Cape,280
270055,Nkanunu,Mbhashe,Eastern Cape,590
270056,Sitatwini,Mbhashe,Eastern Cape,686
270057,KuLudondolo,Mbhashe,Eastern Cape,268
270058,Nywara,Mbhashe,Eastern Cape,542
270059,eLuxomo,Mbhashe,Eastern Cape,349
270060,Candu,Mbhashe,Eastern Cape,129
270061,Matolweni A,Mbhashe,Eastern Cape,720
270062,KuVinindwa,Mbhashe,Eastern Cape,504
270063,Mpozolo C,Mbhashe,Eastern Cape,252
270064,KwaZulu,Mbhashe,Eastern Cape,179
270065,Mhlota,Mbhashe,Eastern Cape,254
270066,KwaBomvane,Mbhashe,Eastern Cape,311
270067,KuCawe,Mbhashe,Eastern Cape,275
270068,Kulohetsha,Mbhashe,Eastern Cape,307
270069,Jalamba,Mbhashe,Eastern Cape,593
270070,Dilayini,Mbhashe,Eastern Cape,218
270071,Mpozolo,Mbhashe,Eastern Cape,552
270072,Mamfengwini,Mbhashe,Eastern Cape,494
270073,Lucwecwe Mdovi,Mbhashe,Eastern Cape,24
270074,Wawa,Mbhashe,Eastern Cape,417
270075,Mpakama,Mbhashe,Eastern Cape,115
270076,Mcelwana Bhantizo,Mbhashe,Eastern Cape,266
270077,Jeleveni,Mbhashe,Eastern Cape,147
270078,Kulocheba,Mbhashe,Eastern Cape,110
270079,Gonco,Mbhashe,Eastern Cape,735
270080,KwaMrabi,Mbhashe,Eastern Cape,198
270081,Kohlo,Mbhashe,Eastern Cape,237
270082,Kulombola,Mbhashe,Eastern Cape,417
270083,Matyamini,Mbhashe,Eastern Cape,304
270084,Kuloganya,Mbhashe,Eastern Cape,142
270085,Maqotongweni,Mbhashe,Eastern Cape,315
270086,Mangqamra,Mbhashe,Eastern Cape,209
270087,KuMandluntsha,Mbhashe,Eastern Cape,28
270088,Sidabakweni,Mbhashe,Eastern Cape,163
270089,KuMjelo,Mbhashe,Eastern Cape,291
270090,eRhwantsini B,Mbhashe,Eastern Cape,542
270091,KwaNdlambe,Mbhashe,Eastern Cape,298
270092,Mkhukhwini,Mbhashe,Eastern Cape,408
270093,Mqonci,Mbhashe,Eastern Cape,174
270094,eGadini,Mbhashe,Eastern Cape,446
270095,KwaZihlehleni,Mbhashe,Eastern Cape,186
270096,Gungululu,Mbhashe,Eastern Cape,146
270097,KuXholo,Mbhashe,Eastern Cape,192
270098,eSihlabeni B,Mbhashe,Eastern Cape,73
270099,Msikiti,Mbhashe,Eastern Cape,280
270100,Mpozolo A,Mbhashe,Eastern Cape,513
270101,Qokolweni,Mbhashe,Eastern Cape,353
270102,Rafini,Mbhashe,Eastern Cape,616
270103,Komkhulu F,Mbhashe,Eastern Cape,217
270104,KwaLuvundu,Mbhashe,Eastern Cape,387
270105,Mkhehle,Mbhashe,Eastern Cape,454
270106,Ntengisani,Mbhashe,Eastern Cape,320
270107,KuMbembesi,Mbhashe,Eastern Cape,141
270108,Chaphaza,Mbhashe,Eastern Cape,89
270109,Njakazi,Mbhashe,Eastern Cape,153
270110,Mqe,Mbhashe,Eastern Cape,276
270111,Tshwati,Mbhashe,Eastern Cape,41
270112,Bonkolo,Mbhashe,Eastern Cape,70
270113,KuGxara,Mbhashe,Eastern Cape,214
270114,eMaxhame,Mbhashe,Eastern Cape,320
270115,Lututu A,Mbhashe,Eastern Cape,172
270116,Cizela,Mbhashe,Eastern Cape,47
270117,Kweleni,Mbhashe,Eastern Cape,374
270118,Bufumba,Mbhashe,Eastern Cape,938
270119,Mcwasa,Mbhashe,Eastern Cape,0
270120,KuNombete,Mbhashe,Eastern Cape,334
270121,Ngcatelweni,Mbhashe,Eastern Cape,797
270122,Ngxabani,Mbhashe,Eastern Cape,313
270123,Mtshekelweni Lukrosweni,Mbhashe,Eastern Cape,296
270124,Kubiyashe,Mbhashe,Eastern Cape,206
270125,Ngezana,Mbhashe,Eastern Cape,474
270126,KwaNotyekeza,Mbhashe,Eastern Cape,477
270127,KwaMlindeli,Mbhashe,Eastern Cape,422
270128,Ceru,Mbhashe,Eastern Cape,110
270129,Nyoka,Mbhashe,Eastern Cape,391
270130,Timani,Mbhashe,Eastern Cape,2058
270131,Komkhulu C,Mbhashe,Eastern Cape,462
270132,Ngcolosa,Mbhashe,Eastern Cape,188
270133,eLalini C,Mbhashe,Eastern Cape,288
270134,Qombe,Mbhashe,Eastern Cape,226
270135,Phephezela,Mbhashe,Eastern Cape,212
270136,Bavuma,Mbhashe,Eastern Cape,536
270137,KuMngcitha,Mbhashe,Eastern Cape,284
270138,KuChachazele,Mbhashe,Eastern Cape,389
270139,Sitishini,Mbhashe,Eastern Cape,430
270140,Chachazele,Mbhashe,Eastern Cape,307
270141,Krafa,Mbhashe,Eastern Cape,193
270142,Mpuku,Mbhashe,Eastern Cape,409
270143,KuManxiweni,Mbhashe,Eastern Cape,414
270144,eNtshingeni,Mbhashe,Eastern Cape,208
270145,KuCamandashe,Mbhashe,Eastern Cape,401
270146,Sundwana A,Mbhashe,Eastern Cape,767
270147,Sizindeni,Mbhashe,Eastern Cape,128
270148,Mgojweni,Mbhashe,Eastern Cape,487
270149,Nditya,Mbhashe,Eastern Cape,50
270150,Ndungunyeni,Mbhashe,Eastern Cape,380
270151,KwaMadi,Mbhashe,Eastern Cape,211
270152,KwaNkumba,Mbhashe,Eastern Cape,351
270153,KwaNdiya,Mbhashe,Eastern Cape,373
270154,Madi,Mbhashe,Eastern Cape,240
270155,Dlova,Mbhashe,Eastern Cape,273
270156,Nkovalini,Mbhashe,Eastern Cape,379
270157,KuBafazi,Mbhashe,Eastern Cape,590
270158,Mtshekelweni,Mbhashe,Eastern Cape,309
270159,Mkuthukeni Xora,Mbhashe,Eastern Cape,330
270160,Xora Gonglo,Mbhashe,Eastern Cape,474
270161,Mnyolo,Mbhashe,Eastern Cape,391
270162,Mncangalelo,Mbhashe,Eastern Cape,427
270163,Mkhalalo,Mbhashe,Eastern Cape,31
270164,Langeni,Mbhashe,Eastern Cape,126
270165,KuLombete,Mbhashe,Eastern Cape,742
270166,Maqhunqu,Mbhashe,Eastern Cape,179
270167,Landlandla,Mbhashe,Eastern Cape,149
270168,KwaMathanzima,Mbhashe,Eastern Cape,605
270169,KwaMhlati,Mbhashe,Eastern Cape,133
270170,eNdulini A,Mbhashe,Eastern Cape,200
270171,Tafeni,Mbhashe,Eastern Cape,1753
270172,Tyelekebende,Mbhashe,Eastern Cape,430
270173,Ndulini,Mbhashe,Eastern Cape,508
270174,Cungweni,Mbhashe,Eastern Cape,840
270175,Drayini,Mbhashe,Eastern Cape,324
270176,eSikolweni,Mbhashe,Eastern Cape,118
270177,Ngquto,Mbhashe,Eastern Cape,438
270178,Bangani,Mbhashe,Eastern Cape,124
270179,Vutha,Mbhashe,Eastern Cape,332
270180,Khanya,Mbhashe,Eastern Cape,239
270181,eNtshingeni A,Mbhashe,Eastern Cape,375
270182,Khulo Khamisa,Mbhashe,Eastern Cape,468
270183,KuNqayiya,Mbhashe,Eastern Cape,430
270184,KwaNtxentse,Mbhashe,Eastern Cape,380
270185,Bunene,Mbhashe,Eastern Cape,614
270186,Ndafina,Mbhashe,Eastern Cape,516
270187,KwaNditya A,Mbhashe,Eastern Cape,120
270188,Ngqayiya Mkitswa Xora,Mbhashe,Eastern Cape,11
270189,Mangqileni,Mbhashe,Eastern Cape,824
270190,Matunzini,Mbhashe,Eastern Cape,406
270191,Nkalweni A,Mbhashe,Eastern Cape,417
270192,KwaThembu,Mbhashe,Eastern Cape,192
270193,Kasa A,Mbhashe,Eastern Cape,833
270194,Ngqatyana Phesheykwe,Mbhashe,Eastern Cape,118
270195,Bhayi,Mbhashe,Eastern Cape,860
270196,KwaTuwa,Mbhashe,Eastern Cape,351
270197,KwaRonose,Mbhashe,Eastern Cape,594
270198,Noihana East,Mbhashe,Eastern Cape,255
270199,Mangweni,Mbhashe,Eastern Cape,545
270200,Kulobhonga,Mbhashe,Eastern Cape,553
270201,KwaNgezana,Mbhashe,Eastern Cape,257
270202,Tubeni,Mbhashe,Eastern Cape,443
270203,Dabane,Mbhashe,Eastern Cape,604
270204,Nginza,Mbhashe,Eastern Cape,621
270205,KuNgxobongwana,Mbhashe,Eastern Cape,95
270206,Emaqungwini,Mbhashe,Eastern Cape,278
270207,Mkwezeni,Mbhashe,Eastern Cape,32
270208,Ntlonyana,Mbhashe,Eastern Cape,1007
270209,Kulodingata,Mbhashe,Eastern Cape,423
270210,Kulorada,Mbhashe,Eastern Cape,777
270211,Mngazana,Mbhashe,Eastern Cape,187
270212,Zimtshe,Mbhashe,Eastern Cape,124
270213,Mampondweni,Mbhashe,Eastern Cape,82
270214,Tsholora,Mbhashe,Eastern Cape,602
270215,Ngqotsini,Mbhashe,Eastern Cape,182
270216,Dingata,Mbhashe,Eastern Cape,330
270217,Sidelwani,Mbhashe,Eastern Cape,289
270218,Maqanyeni,Mbhashe,Eastern Cape,103
270219,KwaSibonda,Mbhashe,Eastern Cape,189
270220,Mabholobela,Mbhashe,Eastern Cape,570
270221,KuMadakane B,Mbhashe,Eastern Cape,319
270222,KuMatokazi,Mbhashe,Eastern Cape,268
270223,Nqileni,Mbhashe,Eastern Cape,1258
270224,KuLogqweta,Mbhashe,Eastern Cape,592
270225,KuTshwathi,Mbhashe,Eastern Cape,218
270226,Komkhulu B,Mbhashe,Eastern Cape,131
270227,Camandashe,Mbhashe,Eastern Cape,397
270228,eZithenjini,Mbhashe,Eastern Cape,784
270229,KwaTenza B,Mbhashe,Eastern Cape,150
270230,Mbewana,Mbhashe,Eastern Cape,593
270231,Talemofu,Mbhashe,Eastern Cape,241
270232,Mpindweni,Mbhashe,Eastern Cape,747
270233,Xwangu,Mbhashe,Eastern Cape,1042
270234,Ginyintsimbi,Mbhashe,Eastern Cape,1730
270235,KuLogabu,Mbhashe,Eastern Cape,711
270236,Kotyana,Mbhashe,Eastern Cape,489
270237,Ndakana,Mbhashe,Eastern Cape,168
270238,Xhiba,Mbhashe,Eastern Cape,222
270239,Cinaka,Mbhashe,Eastern Cape,323
270240,KuNtshwame,Mbhashe,Eastern Cape,145
270241,Nyandeni,Mbhashe,Eastern Cape,193
270242,KwaGobene,Mbhashe,Eastern Cape,188
270243,Mbutye A,Mbhashe,Eastern Cape,329
270244,eNgojini,Mbhashe,Eastern Cape,452
270245,KwaKhawula A,Mbhashe,Eastern Cape,318
270246,KwaMangweni,Mbhashe,Eastern Cape,665
270247,eJojweni A,Mbhashe,Eastern Cape,912
270248,Caba,Mbhashe,Eastern Cape,496
270249,eLuthuthu,Mbhashe,Eastern Cape,235
270250,Sikhobeni,Mbhashe,Eastern Cape,577
270251,iCumakala,Mbhashe,Eastern Cape,539
270252,Colosa B,Mbhashe,Eastern Cape,636
270253,eMagocweni,Mbhashe,Eastern Cape,191
270254,eSihlabeni C,Mbhashe,Eastern Cape,348
270255,eZantsi,Mbhashe,Eastern Cape,416
270256,Phezulu,Mbhashe,Eastern Cape,558
270257,Ndaba,Mbhashe,Eastern Cape,82
270258,Keti,Mbhashe,Eastern Cape,481
270259,KwaSogula,Mbhashe,Eastern Cape,60
270260,Tunzini,Mbhashe,Eastern Cape,87
270261,Makambi,Mbhashe,Eastern Cape,161
270262,eMampondweni A,Mbhashe,Eastern Cape,449
270263,Kasa B,Mbhashe,Eastern Cape,646
270264,Cuntsula,Mbhashe,Eastern Cape,141
270265,Ngwemnyama,Mbhashe,Eastern Cape,144
270266,Melitafe,Mbhashe,Eastern Cape,482
270267,KwaBango,Mbhashe,Eastern Cape,544
270268,KuGwelane,Mbhashe,Eastern Cape,354
270269,KwaPewula,Mbhashe,Eastern Cape,189
270270,KuXamu,Mbhashe,Eastern Cape,607
270271,Kuloguelane,Mbhashe,Eastern Cape,146
270272,Sholora,Mbhashe,Eastern Cape,491
270273,Mcelwane,Mbhashe,Eastern Cape,407
270274,Ntshingeni,Mbhashe,Eastern Cape,167
270275,Mgatshe,Mbhashe,Eastern Cape,265
270276,Phesitlha,Mbhashe,Eastern Cape,190
270277,Mbashe B,Mbhashe,Eastern Cape,124
270278,KwaBanqo,Mbhashe,Eastern Cape,242
270279,KuMbonda,Mbhashe,Eastern Cape,357
270280,Nkolweni,Mbhashe,Eastern Cape,521
270281,Nopoto,Mbhashe,Eastern Cape,513
270282,Botho,Mbhashe,Eastern Cape,700
270283,Mavaleleni Shinira,Mbhashe,Eastern Cape,609
270284,Mpama,Mbhashe,Eastern Cape,338
270285,Mdikana,Mbhashe,Eastern Cape,500
270286,Lubanzi,Mbhashe,Eastern Cape,346
270287,Zwelitsha,Mbhashe,Eastern Cape,459
270288,Bhawu,Mbhashe,Eastern Cape,125
270289,Mbenya,Mbhashe,Eastern Cape,607
270290,Mkatazo,Mbhashe,Eastern Cape,295
270291,Amanaleni,Mbhashe,Eastern Cape,147
270292,Mbutye B,Mbhashe,Eastern Cape,215
270293,Bulungula,Mbhashe,Eastern Cape,96
270294,Ntungu,Mbhashe,Eastern Cape,451
270295,KwaMasentse,Mbhashe,Eastern Cape,181
270296,Manangeni,Mbhashe,Eastern Cape,128
270297,eMangqosinini,Mbhashe,Eastern Cape,457
270298,Xeni,Mbhashe,Eastern Cape,1158
270299,Colosa A,Mbhashe,Eastern Cape,657
270300,Colosa C,Mbhashe,Eastern Cape,1361
270301,Doti,Mbhashe,Eastern Cape,2138
270302,Idutywa,Mbhashe,Eastern Cape,11076
270303,Mtantaneni,Mbhashe,Eastern Cape,959
270304,Mbamba,Mbhashe,Eastern Cape,957
270305,Zingcuka,Mbhashe,Eastern Cape,141
270306,Ngqaqeni,Mbhashe,Eastern Cape,367
270307,Siszini,Mbhashe,Eastern Cape,1085
270308,uMangathi,Mbhashe,Eastern Cape,703
270309,Falakahla,Mbhashe,Eastern Cape,141
270310,Mndundu,Mbhashe,Eastern Cape,483
270311,Xobojiyane,Mbhashe,Eastern Cape,380
270312,Zimbomvu,Mbhashe,Eastern Cape,220
270313,Nqgutu,Mbhashe,Eastern Cape,181
270314,Mangweveni,Mbhashe,Eastern Cape,403
270315,Xanxo,Mbhashe,Eastern Cape,274
270316,KwaBawu,Mbhashe,Eastern Cape,648
270317,KwaNditya B,Mbhashe,Eastern Cape,460
270318,Gobene,Mbhashe,Eastern Cape,222
270319,Nxantsi,Mbhashe,Eastern Cape,249
270320,KwaNjamatafa,Mbhashe,Eastern Cape,111
270321,Mbombozi,Mbhashe,Eastern Cape,461
270322,Mazizini,Mbhashe,Eastern Cape,210
270323,Makwayini,Mbhashe,Eastern Cape,134
270324,Nxaxu,Mbhashe,Eastern Cape,494
270325,KuMpame,Mbhashe,Eastern Cape,1016
270326,KuAmanzimnyama,Mbhashe,Eastern Cape,599
270327,KwaTshezi,Mbhashe,Eastern Cape,558
270328,Nqakanga,Mbhashe,Eastern Cape,120
270329,KuFolokhwe,Mbhashe,Eastern Cape,631
270330,Qatywa,Mbhashe,Eastern Cape,414
270331,Ngubezulu,Mbhashe,Eastern Cape,135
270332,Lututu B,Mbhashe,Eastern Cape,542
270333,Gubevu,Mbhashe,Eastern Cape,708
270334,eSingangeni,Mbhashe,Eastern Cape,96
270335,Ntsimbini,Mbhashe,Eastern Cape,731
270336,Madwaleni,Mbhashe,Eastern Cape,404
270337,Mwana,Mbhashe,Eastern Cape,526
270338,Njiveni A,Mbhashe,Eastern Cape,796
270339,Mdizeni,Mbhashe,Eastern Cape,142
270340,Zitenjeni A,Mbhashe,Eastern Cape,420
270341,Mbanyana,Mbhashe,Eastern Cape,235
270342,Zithenyini,Mbhashe,Eastern Cape,678
270343,Ngqwangele,Mbhashe,Eastern Cape,85
270344,Majola,Mbhashe,Eastern Cape,112
270345,KwaKhawula B,Mbhashe,Eastern Cape,286
270346,Nkalweni B,Mbhashe,Eastern Cape,255
270347,Kulorhini,Mbhashe,Eastern Cape,235
